id	humorbot
1120973992754581509	bot
999622983424598016	bot
1118951206448181248	bot
1114680860983214081	bot
1028578680187052032	bot
4181648555	bot
1101849622073491456	bot
41681878	bot
1099737526686937088	bot
1109778441379950592	bot
1113425507624919040	bot
1113577200664629249	bot
982493449286029312	bot
1060455505683009536	bot
849307163982016512	bot
1084113207298584579	bot
1093183092049760256	bot
1107378463114227712	bot
1070411120253521922	bot
993590061894529024	bot
1060317244566237184	bot
732736395891118083	bot
1096369890234122241	bot
798196450517651456	bot
906038791697289216	bot
1100190509073600513	bot
1099727648471871490	bot
1098368635666657281	bot
1095770039939145730	bot
1095187623482544130	bot
781683859440173056	bot
928314603376742400	bot
1006982562605076480	bot
1094087132774305792	bot
768982448977747968	bot
1094153152389992449	bot
791088166593626113	bot
1083330945506308098	bot
918073104915746817	bot
1093191691543171074	bot
1091908795972734976	bot
1069375476622344192	bot
1089437453075824641	bot
1081252104742756352	bot
1088222072944377861	bot
720565696187510785	bot
1089606226047127552	bot
1083574886071762944	bot
911651904828116992	bot
1081270898659864581	bot
3091735275	bot
1080980613925036032	bot
1079755490580668416	bot
909624431273635843	bot
1020857489569566720	bot
1073980236453343234	bot
1069376294633250819	bot
957685460435861509	bot
3028811206	bot
1069875231924338688	bot
1067527987531268097	bot
1067943125258256384	bot
1056301519455301632	bot
3091533046	bot
977870673195479040	bot
715214387804372992	bot
3103172267	bot
1059567421894418433	bot
978126616202117120	bot
1056941019462336513	bot
908722710359949312	bot
895699896661024770	bot
1041656941536133120	bot
1011692391961714688	bot
916340701587177472	bot
817297257959747585	bot
1053406647417217024	bot
1054180180292440064	bot
911169818224623617	bot
995026002089840641	bot
966639350581792768	bot
988281821774336002	bot
1028142835059417088	bot
862610528711188480	bot
1047612356459724802	bot
871431225029689344	bot
1049728241248874496	bot
1051506601088208896	bot
1044202538843672576	bot
967883106270240770	bot
703005412610678784	bot
967357425660694528	bot
2873849441	bot
925657497238507520	bot
3332092654	bot
959045975821160448	bot
4531666948	bot
833103863007870978	bot
703220164305788928	bot
709947590268157952	bot
795119952156065792	bot
794370478693433344	bot
771413200210391040	bot
863475585095479298	bot
862664931174477825	bot
4690010330	bot
2671843464	bot
2697486960	bot
1043624209249984512	bot
1044520167173214208	bot
3997848915	bot
1046048297008484353	bot
906606599094935552	bot
1917328862	bot
1036049576271081472	bot
1048608762683117568	bot
1048235437779763203	bot
735851945865404416	bot
841355108696915968	bot
1044725409953136640	bot
959311521082834944	bot
1047560686489014273	bot
860979772016427008	bot
1040956752580239360	bot
1038811495549886464	bot
863816790857715712	bot
1038892795975614466	bot
1039245931634479106	bot
3347203689	bot
875041798091030528	bot
705800166867996672	bot
987218775303835648	bot
1033697430276108288	bot
1032895705625419776	bot
1002185173847498752	bot
915170375901818880	bot
4165861634	bot
3229361280	bot
845084446617485312	bot
1031710018855419904	bot
856940210705362944	bot
1030875249691303938	bot
3439078101	bot
920359296797429760	bot
884702335552937984	bot
1015186749755142144	bot
856984747473547265	bot
1031621147782205440	bot
857148734811123713	bot
4765790730	bot
1005241624161652736	bot
904674430416244740	bot
1030830288761438210	bot
953374918791573505	bot
924479079365185536	bot
914635608382943233	bot
924991637041958912	bot
831782664038449152	bot
789905066769653761	bot
792036071819403264	bot
729104184344227840	bot
714080836916756481	bot
932049341862240256	bot
1013226126804701184	bot
1027173948285431808	bot
810128712356298752	bot
929038210902253569	bot
923545627291803648	bot
1011651387804061696	bot
861970097010860032	bot
912277178343149570	bot
1020733774580117504	bot
747833144124964864	bot
913064403989417985	bot
804825537671593985	bot
1025809362386862082	bot
2928957673	bot
783819741127446528	bot
924253994364567552	bot
772264497453170688	bot
774782471703494656	bot
1023609035596197888	bot
1025099846171017216	bot
2963664205	bot
708848745367085056	bot
781941661848875008	bot
713868637430386688	bot
955523229875081221	bot
941913881437290497	bot
1017524564698566656	bot
983833196092674048	bot
966460140424712199	bot
886439353450364930	bot
4886794823	bot
818580820797497345	bot
1447948944	bot
1019024168984219649	bot
787405734442958848	bot
1018985936988885000	bot
1020970182582460418	bot
1016821510751772672	bot
981910124536172545	bot
1021686556472565762	bot
862811732191965185	bot
922501717823954945	bot
1019347302207586304	bot
1021082022771658753	bot
984794988964917249	bot
910132058709725184	bot
968442791994019841	bot
3254282218	bot
1014146545640300544	bot
903770442573512704	bot
1010309972918349824	bot
848131286526959617	bot
991088619774504960	bot
731842769724026885	bot
1012531485096591361	bot
926657935794634752	bot
1004526221429039110	bot
862415838359441409	bot
737053872007434240	bot
306238322	bot
836240683811778560	bot
961966497039077376	bot
837683262864637952	bot
837053322616008713	bot
998140589420888064	bot
1010932644765454337	bot
732388048659349504	bot
914959961414873090	bot
1004765905228845058	bot
1011253362929651712	bot
2221811233	bot
1008941459834204161	bot
888215592611794945	bot
1005667025862049792	bot
775870976441589760	bot
1007691669842677760	bot
717519847928803328	bot
4331829388	bot
4638992359	bot
2231129701	bot
971203153269018624	bot
969398693249126400	bot
993674729830612992	bot
981755559195086848	bot
912631752853770240	bot
996399422601916418	bot
996440034290094081	bot
1004613106796859392	bot
1002343960147300352	bot
913903898854871041	bot
897420104933277696	bot
912320765567148032	bot
904370874492518401	bot
901140630990196738	bot
998179899285352448	bot
998703686086881283	bot
922095066	bot
823346733367193600	bot
992820451524075520	bot
718569185194868736	bot
987576114011885570	bot
4891902315	bot
3238422218	bot
732671482812370944	bot
776560781198405632	bot
824443952983977984	bot
725896100528295936	bot
849066759047000065	bot
992461966378708992	bot
831578789654192129	bot
2402022649	bot
802014959106400256	bot
4217071294	bot
992629592232837120	bot
770811917535510532	bot
736041231793295361	bot
4894033613	bot
989558064834580481	bot
885441394973835264	bot
828743942380384256	bot
4518999021	bot
3231781692	bot
3317501195	bot
990623965	bot
989135184	bot
876083796411650049	bot
881272940184178696	bot
980236476695961601	bot
873103406008745984	bot
957420619494240257	bot
2433869952	bot
909995616109023233	bot
964169855300718593	bot
926650951129292800	bot
970509550909566976	bot
846833319123791873	bot
841004655563927553	bot
839605704528920576	bot
834162521699393537	bot
832336939596578819	bot
809011227909353475	bot
802579489058332672	bot
799758526100819969	bot
798485343162998784	bot
794312623932264453	bot
